Study Hours per Week,Attendance Rate,Previous Grades,Participation in Extracurricular Activities,Parent Education Level,Passed
27.6365771658457,104.93783431069438,71.26757718539294,No,Master,Yes
10.817119782773855,78.75991981267937,81.96991824418355,Yes,High School,No
11.638505463233141,99.02898554116173,83.85262924071053,No,High School,Yes
12.745723129115943,72.66985959263896,54.24065017258298,Yes,Bachelor,No
-4.244395911725784,45.92256826346562,83.03158750886156,No,High School,No
7.650784428126414,61.51068023740891,52.20495359335219,No,High School,No
6.966873865983457,111.25777537016396,78.81783832206602,Yes,Bachelor,Yes
8.857619479166972,74.52013836341392,79.29608177054303,Yes,Bachelor,No
14.722520900905751,75.13232041249964,41.33024662506244,No,Master,No
16.873717860292167,74.00323607450238,71.39468869794115,No,Master,Yes
27.404003942512617,118.08273179146013,62.97255829959526,Yes,High School,Yes
7.013167674089672,112.51917830724126,58.61852113096938,No,Bachelor,No
22.87457918781267,124.37560466896268,90.26278496048508,No,High School,Yes
13.288089246195929,76.81909579199898,60.19481289043871,No,Bachelor,No
-14.604290322780537,115.9124897749419,57.904346063229255,Yes,High School,No
20.39855593733283,49.66714901158418,71.1354241000764,No,Master,No
6.018223827501611,109.53868852236549,,No,Bachelor,Yes
18.059277969472404,56.6444089746413,67.8752712098481,Yes,Master,No
16.33161766570445,84.33551127525259,87.49555818503879,No,Master,Yes
18.939610112065193,58.053949447343115,77.96463492946135,No,Master,No
17.313349151262546,68.22266346522608,37.326830204028546,No,Master,No
34.64240111928716,63.254751379005995,62.057995547394874,Yes,High School,Yes
9.898080125989473,67.84249478648364,61.57236850972451,No,High School,No
10.752024359985459,69.21754593702043,77.19041430144134,Yes,High School,No
-10.014875788601884,69.03462410149845,30.627744154388324,No,High School,No
10.556183046717962,96.66667823560614,100.0,Yes,Bachelor,Yes
9.900902981547858,57.9027441387496,77.96539142341315,No,Bachelor,No
24.512132248860414,84.41082854027734,72.23315205876537,No,Bachelor,Yes
26.364033983918837,104.35918304611117,87.72351574628719,Yes,Master,Yes
10.43402965000419,99.73607270973208,100.0,No,Master,Yes
8.34115541516617,65.64162218504796,83.06119966882605,No,High School,No
18.771324451091232,75.38950749639498,84.2321964470743,Yes,High School,Yes
10.58221564575223,103.59450416721421,71.96035036696574,No,High School,Yes
20.063454542044084,83.88215261906716,67.87711369949578,No,High School,Yes
-16.623384166810396,69.37571410784803,62.863068339926485,Yes,Bachelor,No
2.8740470800221445,89.67753302376079,57.60832012428187,Yes,Bachelor,No
27.380041610640493,57.95415700327153,59.69478850450754,Yes,Bachelor,Yes
29.367021384764172,93.62719020885896,49.74166053485526,Yes,Master,Yes
10.09769047612491,88.17214615403535,68.86192823972465,No,Master,No
11.898387520512127,73.84383057722232,44.729986341604196,Yes,High School,No
17.28692312579924,63.22828403105538,,No,Bachelor,No
17.6756543198962,62.266381554330856,69.45504087936487,No,High School,No
20.268354181382644,90.69634672691821,72.20402947580031,Yes,High School,Yes
31.081636310130797,104.57961004978124,62.168026449700115,No,High School,Yes
-13.584422180047605,97.25384505942411,100.0,No,High School,Yes
8.61362204369237,89.16773407102968,90.40173850270469,No,High School,Yes
3.9654461758837822,38.25945962795863,51.33186249872916,Yes,High School,No
9.152559680464648,68.30764538685601,73.49302131140347,Yes,Bachelor,No
14.734984217009623,79.37882134258196,60.87990785594015,No,Bachelor,No
29.3564629081423,61.80633166036333,54.78280409938879,No,High School,Yes
10.859109607710629,61.26987250420808,49.898918933140976,No,High School,No
16.79030361311119,66.64440887062227,76.48325036138881,No,Master,No
14.868616831417983,85.84385456652747,59.77929647395639,Yes,High School,No
24.507146187584674,76.2534196318725,84.51739036037806,No,Master,Yes
-35.21545940698897,35.235375333500556,84.90673321795659,Yes,Bachelor,Yes
10.753049816637436,37.585996947298675,,Yes,High School,No
11.084484459854224,67.86269644285649,57.214198508888444,No,High School,No
23.353287016552578,89.15373172107104,77.13048416038015,Yes,High School,Yes
20.45513191701049,25.049903145495307,79.48681324963451,No,High School,No
29.77365860588827,100.00539647696739,62.88732737344053,No,High School,Yes
19.67142548260771,69.47504286965157,58.42342063910687,Yes,Bachelor,No
12.125663273703523,107.76675556416896,94.14280998663959,No,High School,Yes
19.725238645538475,72.29956376574273,73.4124381359808,No,Bachelor,Yes
23.869628644663262,87.65977969481857,79.53951626067607,No,Bachelor,Yes
-21.56385744957891,82.82514280174927,57.66885982258109,Yes,High School,Yes
19.058192248858383,37.38867040385599,51.71073300216709,Yes,High School,No
23.53339751671323,95.36414433263475,61.458253382618345,No,High School,Yes
24.354364723565382,84.30793010912576,68.13967918915004,Yes,High School,Yes
26.057271928300217,90.1653727934918,54.036699897739766,Yes,Bachelor,Yes
20.189679100717143,158.52475412872653,69.85232787024425,No,High School,Yes
13.663055357465165,38.31774121002823,44.6724221789725,Yes,Bachelor,No
16.17370949146658,114.49393299522217,53.199288662951915,No,High School,Yes
24.652071732066855,74.25104961199288,80.06366872415313,Yes,High School,Yes
8.464514632102112,85.74657808806019,79.05685780416842,No,Bachelor,No
-17.94938647098321,109.08975509397516,64.121848519197,No,Bachelor,Yes
11.853289501381115,71.51527333203913,54.733535363845704,Yes,High School,No
15.22995858347854,68.60334143522482,54.588946727109835,Yes,High School,No
25.22761490085839,86.59017471146018,64.40097631088028,No,Bachelor,Yes
16.528792544159227,49.656526066566414,79.66777737467937,No,High School,No
15.37149238524919,95.01158335043532,83.92368537016486,No,High School,Yes
4.121150872160646,71.67611190229492,62.55202396777047,Yes,Bachelor,No
20.970028528217767,57.398613219192846,52.697613610228245,Yes,High School,No
20.1638734491286,70.99974284008373,74.017654567995,No,Bachelor,Yes
32.30603778644368,105.14298433725145,57.64697544061226,No,Bachelor,Yes
-12.537774120375992,69.29329825967554,62.226210417081965,No,Bachelor,No
16.753202621311512,87.1690723641924,89.87914135655556,No,Bachelor,Yes
16.995069469686044,65.38087448569053,82.40673142848652,No,Bachelor,Yes
27.619626238107795,95.1584369984724,72.36961468377177,No,Bachelor,Yes
14.237635740904384,93.71015477580409,50.921214983309156,Yes,Master,No
17.232172206162716,146.97217666592823,73.17094851205988,No,High School,Yes
19.863172077732315,76.48872109001569,85.93985936181289,No,High School,Yes
16.492872985250866,93.37309609515813,64.36549501351696,Yes,Bachelor,Yes
11.428531083595773,81.9613507907789,90.26671134980073,No,Bachelor,Yes
16.55271994318646,105.91743563726028,89.3911793427731,No,High School,Yes
-23.589053998878178,65.6233522478254,94.9559924821521,No,Master,Yes
6.787877604711518,94.90010625754562,74.57864689797029,No,High School,No
16.06375739317501,76.10605407766637,78.81087549709018,No,Bachelor,Yes
9.399033480486615,78.71623645783005,91.21280932496634,Yes,Bachelor,Yes
24.56037303139874,81.83504968896746,76.71090905603464,No,Master,Yes
2.8145047617298022,85.04480792853354,62.48148838314681,No,High School,No
10.528625221827294,77.67541913756084,63.27185745208208,No,Bachelor,No
18.017695000516166,84.29426366341053,73.57832430660609,Yes,High School,Yes
27.52419223387472,111.56236115124369,50.64157867080672,Yes,High School,Yes
14.473997911416097,99.70899371230436,67.85111626953712,No,High School,Yes
-10.558403786454413,127.38309184993793,86.4482067734538,No,Bachelor,Yes
30.04925655552472,70.88920947952259,37.13119223252078,No,High School,Yes
3.415888796670048,62.21518343543352,93.01723152691773,No,High School,No
-2.5904476529606555,99.10601116475506,86.83561328054739,No,Bachelor,No
18.52011560042666,97.52093585059589,63.10353076254285,No,Bachelor,Yes
10.98356620517911,109.45341351501963,78.15086241807714,No,Bachelor,Yes
6.830137462954294,67.9203874806154,70.0472159035949,Yes,Master,No
20.666851578394827,75.40902689279307,88.44985552658025,No,High School,Yes
16.95040571016959,47.21031674949132,84.74024714154912,No,Master,No
10.487370954106172,72.15057787878254,48.99893915225486,Yes,Master,No
-4.757564810632845,99.93141021158894,78.80893620196265,Yes,High School,No
21.979658626241157,70.67009241543605,66.91558219535129,Yes,High School,Yes
20.20160942366929,92.80959590401648,71.2424885577715,No,High School,Yes
14.206593089764937,76.18993788004377,59.07742148545277,Yes,High School,No
29.773095968381327,86.48114056443121,96.22205603681253,No,Bachelor,Yes
6.439321869390779,87.04617220368665,85.60092729853864,No,Bachelor,No
2.7957986326020894,81.70418899267803,58.90343254040549,No,Bachelor,No
9.464735440950044,20.177280581985535,49.98084089634651,No,Bachelor,No
14.635311869156018,76.2620768367603,64.21491053533228,Yes,High School,No
16.946715594581534,47.3905351256972,76.51753969136959,No,Master,No
-13.07011153714936,104.11989033093633,73.60308765919335,No,High School,Yes
17.816443172114376,95.54814705529023,88.79699237152366,No,Master,Yes
4.9876846064764475,89.33341963932162,81.84879583271278,Yes,High School,No
26.550116832586077,110.4201245431876,84.5435353862936,No,Master,Yes
14.34279057285945,61.021669583503254,74.90283100915656,No,High School,No
23.93836665270502,114.94726395831117,49.16051904683515,No,High School,Yes
17.741802771021632,98.6438312852077,67.06452203279648,No,High School,Yes
18.654025753230272,75.26889425562108,85.90134609862999,No,Bachelor,Yes
19.55813824185763,102.71240294365889,,No,Master,Yes
18.581668480138518,57.87412975176731,77.5463555293562,No,High School,No
-20.141782078940352,93.50971676944653,65.218775271308,No,Master,No
25.63322024105945,67.828205535206,54.55282227187232,Yes,Bachelor,Yes
16.57216935761176,69.4204458387197,68.14983903930835,Yes,Bachelor,No
20.6720300607081,58.86884714479494,74.6357116454898,Yes,Master,Yes
14.282114445702186,104.4616613419065,60.16468420807834,Yes,High School,Yes
26.520937723595782,74.82291199260337,66.46433132714998,Yes,High School,Yes
9.588861583525842,87.05009936713759,55.90805137021026,No,Master,No
29.407523463286523,68.59297267172639,86.78867376346145,Yes,Master,Yes
14.678736394845252,43.58793398902966,65.58316363617949,No,Master,No
3.553799183055615,85.40114716782844,91.79133317689275,Yes,Master,No
-16.024835319286314,41.75490049160446,92.93121775811363,Yes,High School,No
9.551586740200953,78.62731907829063,68.78431052917384,Yes,Master,No
21.72514839190979,52.63369922334379,,Yes,High School,No
9.779008165580873,119.74551998461615,38.71153183399994,No,Master,No
11.430532534281763,98.22725444349443,47.919443904598126,No,High School,No
-0.11632584756424791,112.11507582542961,49.3924776265201,Yes,Bachelor,No
11.381549446007387,105.27413355309338,90.67704441192257,No,Bachelor,Yes
-4.391034613031653,63.07368045068529,71.73736880840418,No,High School,No
2.3287774121142135,90.86958757340186,75.84406786137981,No,High School,No
21.08331724915438,83.99620867437427,36.69368486597311,No,Master,No
-21.286401269206657,85.2804016266734,52.03050356174107,No,Master,Yes
18.40366049427972,105.44707000213535,83.3061966466943,No,High School,Yes
7.264190854966296,94.64984205559604,74.30161168573879,No,Bachelor,No
14.61830915086416,85.77447325650047,67.79192081971604,Yes,Bachelor,Yes
14.971179687275452,46.902251275434075,78.47263537900184,No,High School,No
5.733082486459658,60.79907409441073,94.53696709203723,No,High School,No
27.027186414137205,77.54582132808552,66.68436304694424,No,Master,Yes
22.01889832460537,81.86744748553302,71.04054703987104,No,Bachelor,Yes
13.232286609362689,57.39592550652152,72.88895378096957,No,Bachelor,No
15.215086711956246,128.23353351156842,100.0,Yes,Bachelor,Yes
-16.66706246358042,140.32788110507147,38.50965603371462,No,High School,No
-1.333878947394325,92.04236640784967,,No,High School,No
13.022580939835224,81.4407372256749,68.27796626861405,No,High School,No
9.54412601601761,75.75582060197696,78.5015758927627,No,High School,No
6.987039920840676,60.96163079955529,60.139411690079136,No,Bachelor,No
12.75119765691236,81.54961037037725,69.26552453712324,Yes,Master,No
29.381492214796182,85.15505080285502,,No,High School,Yes
20.12674289013608,55.16478849036751,100.0,No,High School,Yes
10.430568081737626,86.68352834489795,82.12054284103107,No,Bachelor,Yes
19.58066225084927,76.89481902350502,57.27901602954237,Yes,Master,No
-26.194843492688015,41.84384884245218,63.643604769659454,No,Bachelor,No
22.397069463302152,62.79229978440996,63.19878837424219,No,Master,No
15.477042959361393,71.72788933156711,43.06535241054978,No,Bachelor,No
9.824505778355409,117.7537531468038,65.04864712447844,No,Bachelor,Yes
20.58578650890872,91.13106249067516,80.99243622732618,No,High School,Yes
18.147883083373998,83.29036861800218,50.88651821384808,Yes,High School,No
22.16154576022186,89.72072578835274,85.72723976575888,Yes,High School,Yes
20.081374413455755,49.05392022123269,77.31662231626507,No,Bachelor,No
23.39642172255468,101.65382107774147,58.98650017043443,No,Master,Yes
10.718118307515457,70.57750696364243,67.87705543993229,Yes,Master,No
-25.539152525074606,78.12727622521658,93.9748271146155,Yes,High School,Yes
16.580796837539197,106.5159329508438,81.00321720258799,Yes,High School,Yes
31.602086981002124,54.256728628315,70.13175482347222,No,High School,Yes
9.486497455283457,52.057636297740174,66.43475024558524,Yes,High School,No
28.887710425321995,68.3280134730799,71.14913605677489,No,Bachelor,Yes
16.583286267701183,100.76757702038634,62.32354663086545,No,Master,Yes
9.788655971084413,49.61307849046315,38.42875741421478,Yes,Master,No
11.128913327565428,23.35688803778862,100.0,No,Bachelor,No
12.437221534445438,70.97682283182003,72.32987498799102,Yes,Master,No
18.39332757121533,91.0348159982184,75.97220897683806,No,Bachelor,Yes
-19.182683904283998,134.00523499477657,69.13138375184637,Yes,High School,Yes
10.410399968491369,70.73677275829202,58.97324798913118,No,Bachelor,No
14.805163261912137,71.77146785767995,67.21113278576844,No,Bachelor,No
32.13816286889491,103.07801468511494,46.00907856708533,Yes,Bachelor,Yes
28.82034536080569,42.605166006091586,,Yes,High School,Yes
18.490589357392256,72.22958449633981,51.48232002366406,No,High School,No
15.304027825345603,83.80847779850116,54.52050574229231,Yes,High School,No
15.96025061374609,88.98437442570068,63.396111934203994,No,Master,Yes
19.908143781843332,69.80386613618235,89.32113587278566,No,High School,Yes
6.8176594784127555,80.68882023411683,70.2176349889398,No,Bachelor,No
-12.940987700613238,30.23345293174021,51.45796305954306,No,Bachelor,No
1.6513274089792844,66.83503175332304,88.81507541136008,No,High School,No
18.193784980842235,89.07017425108936,80.96500940178223,No,Bachelor,Yes
20.177567517621927,60.35411931490641,78.07652435824679,No,Master,Yes
11.134508301605008,81.17968443179194,80.7360136175626,Yes,High School,Yes
27.59189410632026,118.93745001605396,100.0,Yes,Master,Yes
5.19387469598127,73.1490159828447,100.0,No,High School,No
3.2850009583214383,83.40927541993142,59.69926985495057,No,High School,No
16.795614548479776,60.74534869430775,94.35827489216729,No,Master,Yes
23.376786420897236,75.86777440607906,75.7475228463835,Yes,Master,Yes
-28.471421531662948,92.20432339178446,77.48643724206624,No,Master,Yes
11.32892589704848,83.13945921936869,,Yes,Bachelor,No
23.629446667450367,68.2693746087213,67.44421351917705,Yes,Master,Yes
14.691932243994342,84.48432808581586,57.807646144951526,No,Master,No
13.618981600473443,94.29219581273236,82.42088222339964,Yes,Master,Yes
22.06927949989338,39.00117442845044,86.06620750604208,No,Bachelor,No
20.218583027307357,103.18148129911796,38.88270473475533,Yes,High School,Yes
2.388862744126005,73.27490522637856,69.66947703993594,No,Master,No
26.812322797807166,88.5097986648046,86.82792257191377,No,High School,Yes
26.040730833179612,103.94493847290455,67.19981556529832,Yes,Bachelor,Yes
-9.995498387923764,82.56652605539068,80.93595467503546,Yes,High School,No
18.16642826749927,65.81117995144906,75.26748201440626,No,Bachelor,Yes
18.952241490261912,74.2290260824859,75.1249034792894,No,High School,Yes
17.085390126591257,64.32492957751143,65.93027532897554,No,High School,No
10.597558769236638,114.69873151673616,51.751287937964356,Yes,Master,No
9.627013056495588,62.86455812346415,53.17704778862459,No,High School,No
14.795567432068438,68.88906441026266,80.64028771682976,No,Bachelor,No
24.381832154074917,84.08778063205953,70.29187383278325,No,High School,Yes
19.34880123675546,55.95700947847823,67.92231633089163,No,High School,No
12.035085343311152,72.08638576487472,63.64164936516471,Yes,High School,No
-21.17358968518676,86.3490652250035,65.42216731778872,Yes,Bachelor,Yes
-7.788340965040604,73.34279191234978,85.7036769173221,No,High School,No
24.190125602976828,78.13226282200104,64.9713387719796,No,Master,Yes
1.082289769775203,69.41335775103258,49.88402930047647,Yes,High School,No
12.100472468774942,49.71059381638466,81.1547766331026,No,High School,No
6.042640842990849,116.43186422678477,66.92685004202924,Yes,High School,No
4.642548194232754,115.09866143294482,70.47093798299164,Yes,High School,No
24.286614299028155,80.36803261566877,94.11367459599265,Yes,Bachelor,Yes
11.25839038950487,84.50528234495098,69.6915916397424,Yes,Master,No
17.772031053845726,93.85445510233718,74.33775509678088,No,Bachelor,Yes
-14.624635368966528,54.613390069066014,52.31614763052512,No,High School,No
18.816326617784974,114.05029316259211,66.7049582147356,Yes,High School,Yes
15.614575128482043,84.04657592845604,79.14289067812902,Yes,High School,Yes
4.736062206491443,112.63713798178217,46.669393992381366,No,Master,No
22.97013455557712,65.33934008952022,73.01267639673564,Yes,High School,Yes
11.0499473347095,116.3612384511565,71.5118660896721,No,Bachelor,Yes
2.5473448107219916,95.50310988069566,70.6193118338116,Yes,High School,No
11.575078712272699,91.06080171704717,85.55738347987365,No,High School,Yes
27.006078325074487,84.68048908706297,75.01657772272782,Yes,High School,Yes
21.801773936907942,75.02942763851101,92.17107847534666,Yes,High School,Yes
-12.210782924737126,134.01063316947744,55.096157266089456,Yes,Bachelor,No
12.20593836545257,82.80719739696094,72.03886850827521,Yes,High School,No
12.426919590260939,40.658605928256954,71.26700179584921,No,Bachelor,No
31.613983868486727,57.65627076585995,53.9611825936738,No,High School,Yes
18.055483617852428,76.28308495614506,84.34442503137019,Yes,Master,Yes
18.440333177528558,86.1999796633111,100.0,Yes,High School,Yes
23.242267632254737,78.86823022200208,69.74490888274254,No,Master,Yes
16.910313272212107,104.37941579587326,77.57531632410651,No,Master,Yes
12.927662833434376,40.977962719227506,71.26777713722991,No,Master,No
13.429201207320174,82.87175873010321,59.29622995139236,No,High School,No
-14.427189924687488,43.640415492256906,42.68859583296975,No,Bachelor,No
14.702222107921267,95.19424590968336,59.41339775356953,No,High School,Yes
20.821036349095838,78.11082571115995,49.120624285724034,No,High School,No
15.415567086458395,88.39219944048236,95.56153117088677,No,High School,Yes
20.861120617724634,62.722340788204676,68.27335459115142,Yes,High School,No
14.354267359131342,135.589298633155,64.81121006429244,Yes,Master,Yes
15.629081522528725,100.83449328117703,83.33730737181709,Yes,High School,Yes
-0.9856054762568611,91.67088606023775,53.17373345716168,No,Bachelor,No
22.33062139761985,77.40965506273119,58.49703942993172,No,Bachelor,Yes
17.771907807183943,91.59714570590265,71.02108403872931,No,Bachelor,Yes
-22.98408087887722,65.86214864025303,85.43153487135221,Yes,Bachelor,Yes
-8.170043025549514,97.11111318041424,77.52527567753182,No,High School,Yes
31.70699763824582,112.98961788647841,73.72487713773823,No,Bachelor,Yes
13.88328297475861,101.41221119958372,71.17176602854025,Yes,High School,Yes
23.865462533900132,65.40795060385182,76.00353783290163,No,Master,Yes
6.680752582995753,87.22834634546206,73.02479357693882,No,Bachelor,No
19.902191240500557,54.13716912482705,54.550415878345966,No,Master,No
6.572675494610751,91.44780622351351,70.69118832449728,No,High School,No
10.009848314433558,89.01206825725077,53.89467011623371,No,High School,No
30.31225083093429,42.60367320935672,71.21623814351236,No,High School,Yes
-13.474540793893228,86.76432312175272,62.79028087767638,No,High School,No
16.739462985437783,74.33722206512466,100.0,No,High School,Yes
21.960541845510033,73.98280505718347,69.40158424372432,Yes,Bachelor,Yes
18.965455103780837,55.810461291623895,48.93640650607617,No,High School,No
16.20335124114861,87.77957458704367,67.98729683984614,Yes,Bachelor,Yes
17.919688019729804,85.02947217881024,77.79038118456832,Yes,Master,Yes
34.2273246819062,76.11461736042962,95.10045919228786,No,Bachelor,Yes
14.539049623731318,64.88416999683274,61.15821400091922,No,High School,No
16.60879237371974,100.97414252833127,46.2635803896454,No,High School,Yes
23.405235168060898,113.1081422617659,82.25255517146472,Yes,High School,Yes
-23.84420746366387,70.32877032306926,49.29101941150523,Yes,High School,No
24.49624244448304,67.75666165690359,63.457668377387726,Yes,Bachelor,Yes
20.109841776233477,89.82415330823993,66.13569271733509,Yes,High School,Yes
5.855960698156132,72.83941240506027,68.95549820049838,No,Master,No
28.067452258408768,77.21205598673532,80.33746685611503,Yes,Bachelor,Yes
5.829236855850496,124.79306303449343,59.74548576570419,No,Bachelor,No
17.421083721912265,41.812878249854144,65.89406121749859,Yes,High School,No
8.965793199845137,106.36604649705339,69.78594470575918,No,High School,Yes
14.48689322725606,81.45361048658683,72.24396936278183,Yes,Bachelor,Yes
17.630099282427842,71.7701371087564,71.46740762061884,Yes,High School,Yes
-17.570857723602185,78.21531691557102,76.5400866283387,Yes,High School,Yes
18.37536603388228,79.24858710041038,82.65759264462606,No,High School,Yes
27.909690152469175,45.37597393110149,75.88951173476453,No,High School,Yes
18.62827441211184,109.89876454906472,76.80378285263828,No,Bachelor,Yes
13.04674691767481,80.82651264541236,46.266652498802834,No,High School,No
22.712697346306857,88.86004260894751,70.75341548748521,Yes,Bachelor,Yes
24.515763911397123,99.03099541148086,77.19261322002413,No,High School,Yes
5.17913747890406,59.57675084879399,80.93411791855675,No,Bachelor,No
19.779200558798863,89.46943798070457,59.61473838649309,Yes,Master,Yes
20.609381938487186,74.64717818202413,60.11441087667033,Yes,Master,Yes
-12.619491973120065,126.93541550432988,61.38848987074603,Yes,High School,Yes
26.005654506492956,37.45545159297009,78.04620849837015,Yes,High School,No
13.799555303739787,78.01811399517462,85.50821582386313,No,High School,Yes
16.004611627772338,67.94358688432077,63.88809839062598,Yes,Bachelor,No
13.615425405729043,88.64525901268311,83.61943470440573,Yes,Bachelor,Yes
15.12463238065174,89.40088374736405,71.85219713746892,Yes,Bachelor,Yes
6.2297993048383855,65.84748210355949,68.13571334256346,No,High School,No
3.479592939245645,65.75652271647913,66.82923655273046,No,Bachelor,No
27.756040505799778,77.78669262885342,81.19917046903235,Yes,High School,Yes
8.224309213453378,62.06715545369583,74.88366725180605,Yes,Bachelor,No
-7.068861204349543,96.83967390904255,100.0,Yes,High School,Yes
-2.2271209088297184,72.61585599105108,57.21663035504014,No,Bachelor,No
9.888306018483982,21.86023561356717,77.77152553044964,Yes,High School,No
4.415281652740013,72.50355886756388,62.06198485282731,No,High School,No
28.13612128109095,59.229123583120554,56.960695195170345,No,Bachelor,Yes
23.078536714741073,77.37448369078109,69.83699294447541,No,High School,No
9.49479723857821,55.251467235548546,72.06028719110554,Yes,Bachelor,No
33.01948644275447,82.18816943665941,100.0,No,Bachelor,Yes
22.854123895932755,106.57281656496463,67.23781276475196,No,Bachelor,Yes
12.40134893193102,86.26368947729961,53.04731905772975,Yes,High School,No
-4.995245718988585,67.86993223568521,74.09516076241579,Yes,High School,No
33.32754058072594,89.11808390341406,38.880399436804474,Yes,Bachelor,Yes
3.883420265891232,70.81819379562016,68.62064826093601,Yes,High School,No
1.8368100243448655,66.1079926167371,70.24037923442741,Yes,Bachelor,No
23.180563456077124,56.91274663534031,81.91900574417818,No,High School,Yes
34.51801925071418,44.96342386496562,84.6043337414177,No,High School,Yes
26.074182548084146,72.20152586881109,62.446455716384236,No,High School,Yes
19.51127296041888,83.16106979840264,67.74078978055101,Yes,High School,Yes
19.758034733322287,78.0675265997022,58.508187540839934,No,High School,Yes
21.827324470242463,71.68066144105282,53.079061677884596,Yes,Bachelor,No
-21.071428718294122,91.08507878606437,74.64842169070951,No,Bachelor,Yes
17.249531391755006,92.16492383369938,50.896216771051016,Yes,High School,Yes
15.833608831615008,53.6573616010683,,Yes,Master,No
14.49925497680382,95.52055827686951,55.07239060151144,No,Bachelor,Yes
8.96828328906659,59.9556596214655,78.2452477943539,Yes,Master,No
12.754599385065807,64.9512952529393,97.02145148899731,No,Bachelor,Yes
1.4563454864369163,50.66429618768646,50.476180257950034,No,Bachelor,No
14.213282985642001,69.97195706228726,42.20472275653646,No,High School,No
7.09127114279266,99.50624916955958,68.12669671974899,No,High School,No
6.171285462273833,90.31256176887914,70.23546693936638,No,High School,No
-16.43915320922783,99.5684422405607,73.27988960135947,Yes,Bachelor,Yes
26.136018290756795,90.44285091867872,63.30519227148483,No,High School,Yes
22.346532848018505,57.926603429392614,66.99041051761853,No,Bachelor,No
2.435995171014584,73.38421551344885,75.51265615810904,Yes,High School,No
7.0829749074373,64.39601741765074,,Yes,Master,No
22.526169503905727,136.6114980807808,40.674268445225756,No,High School,Yes
7.140100851693523,56.064227071473766,64.46590841452807,No,High School,No
13.202934800023803,97.87395378778221,73.20713190911596,No,High School,Yes
19.400416792196417,97.85907740217539,56.23035843083896,Yes,High School,Yes
7.253244361090918,116.59240403432175,95.96754447650949,No,High School,Yes
-15.843004049167678,71.80626814741005,60.46885179656894,Yes,Bachelor,No
4.3277960406543645,94.24644319160325,69.38060969489075,No,High School,No
10.18905884839029,125.63303673077685,78.34033145263436,No,High School,Yes
17.558255473140296,67.64716646132607,61.13072816797158,Yes,Master,No
2.2560501317466457,49.299195049352804,42.301404282933746,No,High School,No
18.523797903683192,42.399799321844725,63.570182096252,No,Master,No
14.84289760858655,94.25424057722662,85.44160833890561,No,Master,Yes
19.41991963533718,42.33699583882832,64.94657309822293,No,High School,No
16.79131307251729,72.55361894124154,57.30348547811532,No,High School,No
25.913123439790752,88.74626374077921,83.88508314254082,No,High School,Yes
-16.001796021183257,113.70351073659828,65.03837655965421,Yes,Bachelor,Yes
11.564755670997975,88.50889728368344,62.34758779524674,Yes,Bachelor,No
15.97838002425827,84.44579711601708,72.24184134494965,Yes,Bachelor,Yes
19.346384232291104,105.57731626626787,81.5612531442818,No,Bachelor,Yes
15.390880562605634,60.95367238522406,100.0,No,High School,Yes
15.32473352963106,66.46009723082938,82.40854161486135,Yes,Master,Yes
9.384066497545957,64.54681109458352,87.39759949582516,No,Bachelor,No
9.696792659592415,96.60383623725221,62.41050701518217,No,Bachelor,No
3.779157825602452,98.00797176790127,54.61197841045785,No,Master,No
28.996613945495515,89.02450638637016,70.93497024428684,Yes,Bachelor,Yes
-5.049094116869719,103.66987333779855,71.60754872889395,No,High School,No
9.456758417632741,56.43918265247238,53.82230887953104,Yes,High School,No
9.252741875446421,113.34448223102274,67.37058205143981,Yes,High School,Yes
22.159395015555532,110.46477243424516,75.98976402578697,No,High School,Yes
12.640402573663778,94.71243994491493,75.4059009252712,Yes,Master,Yes
24.98193658138987,145.6359781754212,77.56431780076409,Yes,High School,Yes
9.612075006049052,46.867535846444525,74.36447095206165,No,Bachelor,No
17.231953297790415,69.51103727474697,62.394870110949164,Yes,Bachelor,No
8.317223573921941,65.29393078636096,62.29149060026735,No,High School,No
32.161193022187106,94.42958647514686,52.01572903009186,Yes,Master,Yes
-5.499212647763898,58.99718520795709,96.77162558777643,Yes,Master,No
17.47856568181622,95.14990298674971,70.2017554692894,Yes,Bachelor,Yes
20.070215047456788,107.41072287993427,66.62720416307722,Yes,High School,Yes
18.310392779611988,93.90405800167999,56.06811877821312,No,High School,Yes
13.517698728978333,85.67502047323002,100.0,No,High School,Yes
13.961434402132591,60.24253318198502,53.90007951665657,No,High School,No
15.350491775832877,63.0629806774927,63.5672811159089,No,Bachelor,No
13.823983986972092,104.99237810593334,76.2375525442909,Yes,Master,Yes
22.711032934359277,95.58698007810665,79.00319448616416,No,Bachelor,Yes
32.68418401273081,79.21960961244912,84.36898082823527,No,Master,Yes
-10.540065719937331,101.6418090846822,97.11412761653895,No,Bachelor,Yes
4.0415761633673775,39.48384253777246,77.59236483191069,Yes,High School,No
14.293743613189962,58.58295162631123,54.159538000499985,No,Master,No
35.637674701234545,118.22838174279447,66.14582312317327,No,High School,Yes
8.570603456242154,54.39088857995067,74.61748558770827,Yes,Master,No
28.11293444355254,83.78959642442162,100.0,No,High School,Yes
28.421606512611525,100.14887946390397,49.03291782363554,Yes,High School,Yes
10.571294066336044,54.90154663995415,88.03864757837842,No,Master,No
19.551864633482204,83.69420949562166,72.69871554319626,No,Bachelor,Yes
28.027172985028304,98.7583107502131,,No,Master,Yes
-11.966978072100103,80.249986438145,,No,Master,No
